,content,rating,title
1745,I had a complex billing issue and Jessica B sifted through it all to help me untangle the mess. She was very very helpful. Thank you Jessica!,5,“Jessica B was patient even when I wasn't!” 
1746,I had an issue where I allocated funds for a milestone to the incorrect project and Anastasia D. was very helpful in explaining how I can cancel and then re-allocate it to the correct project. Thank you!,5,“Very helpful” 
1747,"so Perfect with Freelancer,I like to work in this site too much because it saves all things , so nice designs .",5,“Excellent service” 
1748,Excellent communication. Responsive. Helpful. It was very nice communicating and getting support from Jade D.,5,“Very helpful” 
1749,"Thanks Jessica B. Fot your kindly support, great job helping people and answering their questions!!!!!!!",5,“Excelent support” 
1750,"Great and through assistance, all my questions were answered and I am satisfied with the service received",5,“Great assistance” 
1751,The site has many privileges and most of all support is available around the clock I am really happy because I work on this site and I would like to thank from the bottom of my heart Mr.EricS from the support team for his good handling,5,“With your support the site flourishes” 
1752,"She' s very kind and communication with her was very pleasure.
If anyone need helping,please contact to Miss. Marry R.
Because of Freelancer support Star(Miss Mary R), we will contact to them anytime without any worries.
Thanks Mary. :)",5,“Freelancer Assistance Star. Miss     ******Mary R.******” 
1753,Carmen A. took the time to understand my billing issue and guided me effectively to resolve the matter.,5,"“Great, patient help” "
1754,Eric S served my exceptionally well. he was very helpful and my one of biggest problems got solved today. Thank You Man (y),5,“Eric S” 
1755,I need to chat with someone about and issue and Eric was helpful and attentive. I'd recommend him to everyone!,5,“Great chat experience with Eric” 
1756,Easy to talk to. She understood the situation quite well and reached out to the freelancer I'm having a problem with. Onto the next step now.,5,“Helpful” 
1757,Jade D. was a very kind and good operator I've ever seen! I really was helped by the good and fast response.,5,“Good service.” 
1758,"The response is very good, clear and professional. I was satisfied with my experience of this. thank you.",5,"“Very perfect support, thank you” "
1759,I had questions about the amount deposited and taken away from my account. Excellent knowledge. So I got help to get a better understanding of what is going on and that gave me the peace of mind,5,“Excellent in explanatiEon” 
1760,Freelancer support Jade D took immediate action when the freelancer created dispute for the money for the work he did not complete. The freelancer support person's timely action helped and resulted in the freelancer to negotiate and agree to complete the work on time. I am hoping that there will be phone support as well.,5,“Freelancer support by Jade D” 
1761,i was chatting with Bailey E. regarding my issue ...Bailey E was really very very helpful and polite with me. She provided me all the information which i required.She is excellent. I really loved to chat with Bailey E.,5,“Excellent Communicator and very polite” 
1762,The person supporting was patient and explained everything correctly. It was excellent support. I got the answers to all my questions,5,“Really good assistant” 
1763,"Frieda S.
He is a very kind and fair agent.
I 'll recommend him highly.
Thank you very much.
I 'll contact again if I have any question and inquiries.",5,“Good Agent !!!” 
1764,The Support given by customer support executive is very helpful to me. And the knowledge of executive is so good.,5,“Helpful” 
1765,Good help for me to reopen my account. Thanks alot. Always helpful to freelancer community. Quick response and valued customer care. This kind of service is required by you guys.,5,“Excellent” 
1766,Eileen provided great details and explain everything in Lehman term so a non technical person can also understand it.,5,“Very good customer support” 
1767,Thank you for your response to my inquiry. I appreciate the information you have provided me with and I appreciate the prompt reply.,5,“Judith J. - General support” 
1768,I needed to reverse some funds send to freelancer unintentionally for the plus membership plan.After I conducted the freelancer customer care Eric s. served me well. My transaction was reversed and i was told to wait within 5-10 business days. Thanks a lot,5,“refund on credit card deposit” 
1769,that was good experience i got the positive response to fix project bid issue by mistake clicked on sponsored link project.Thanks for fixing issue.,5,“refund issue on sponsored” 
1770,I am much pleasure to contract support team super fine help I am much pleasure to contract support team super fine help,5,“super fine” 
1771,"Frieda helped me great about my questions about award contest.
Thank you for the help.
I will go forward from now",5,“great help” 
1772,"Marina B  very polite and gorgeous .have enough knowledge of freelancer.com
10000 recommendations as good employer",5,“Marina B  very polite and gorgeous .have knowledge of freelancer.com” 
1773,"I had an accident while I am working with bad client. So I explained my situation fully and he understood well. He always took care of me and kept the right principle.
Thanks a lot. I love freelancer support.",5,“Thaks for Anastasia D's support.” 
1774,Awesome Customer service! she took care of my issue fast and kindly! Thank you for all your help! Great service!,5,“Anastasia D” 
1775,"I got good service today. Kindly, Friendly
I really appreciate it.
I asked them three times at the last, but everything time they gave me a shine.
Thank you very much 

Judith is great person!",5,“Good Service” 
1776,Anastasia D was very interactive and helpful. Resolved my problem in a matter of seconds. It was my first time talking with freelancer support and when extremely well.,5,“It was great Experience” 
1777,"Immediate response, clear communication, and very helpful and useful. Awesome support!! Thank you very much!!",5,“Supportive” 
1778,"I needed two questions answered/solved, one about bid quantity and another about an old job that never panned out but I was still charged. Very patient and easy to work with, Thanks!",5,“I wish all customer service calls were like this” 
1779,Anastasia D. was great at clarifying everything for my first time using Freelancer. Wanted to make sure I did everything right for my freelancer and that he got paid correctly and in-full.,5,“Excellent service!” 
1780,"The customer care and service I received today was not only helpful and very useful but superb!
THANK YOU",5,“Anastasia D.” 
1781,it was good. my issues were resolved. an employer gave me a bad review wrongly. i contacted freelancer.com and after some investigations and all. it was resolved.,5,“feedback reveiw” 
1782,Fast excellent service.. appreciated when a issue can be resolved so quickly without a fuss.  Good to have a responsive agent available.,5,“Fast excellent service” 
1783,Jade has helped me a lot. Understand my concern in a minute and solved it in second. Thank you so much for your support.,5,“Best Experience” 
1784,"Thank you Mr Carmen for offered a high level of service and was attentive to me and the problem and solved it, in the fastest way possible.
I thank Carmen for his support and help and I would like the managers to know that Carmen is an asset to the company. Thank you very much Carmen for outstanding service",5,“Mr Carmen A. Attentive helps me solve the problem in the fastest way possible” 
1785,"Co-operative. However, I charged back by freelancer/employer after completing the project successfully with a 5-star rating. She helps me 3month free professional membership plan to recover something atleast.",5,“Anastasia D feedback” 
1786,"Anastasia was quick friendly and efficient.
Hope all your staff like this.
 I was having an enquiry and the answers were clear and satisfactory
Thanks",5,“Quick and efficient” 
1787,Great service from Anastasia D.  She was most helpful sorting out my rooky questions and provided me with a palatable solution for moving forward.,5,“Awesome Anastasia D” 
1788,"they are nice 
they not solve my issue 
because its not his/ her fault 
but they offer me good
thanks",5,“Anastasia D” 
1789,I am satisfied with provided support by Jade D.. The agent was very helpful and pleasant to talk with :),5,“Customer support specialist.” 
1790,"Hi, Katie was great and help me with my questions. patience and helpful. 
No body told me about my credits but Katie did it. 
Thank you.",5,“helpful” 
1791,"Technical support site at a height. The speed of the answer surprised me. More surprised by the decision of my question. I can be said in pleasant shock. Bailey knows his job and, as an experienced manager, correctly proposed to resolve the issue in the direction of the resource. And you know, I almost agreed, if not for my bad state of affairs. Bailey understood me and explained everything. If it were possible to put 10 stars, would put 11. Thank you Bailey for your understanding and help. Good to you back in a hundred times.",5,“Great support” 
1792,"I had to cancel one of the contest. It took a while, got it done. Thumbs up to the customer support agent and freelancer.com.",5,“Wonderful Support” 
1793,"I really appreciate the friendly and professional way Jennifer handled my issue. And the fact that she really went out of her way to find a solution. I'm definitely a fan of FREELANCER, you guys are really service oriented :)",5,“Exceptional Customer Support by Jennifer M !!!” 
1794,"Jessica B. was friendly and helped with my issue promptly, making it a great customer service experience for Freelancer.  Thank you.",5,“Good response and friendly” 
1795,"I had a few questions about my account, and the lady was very helpful.  Her name was  Judith.  And  I give her a thumbs up.",5,“awesome” 
1796,"I've an issue with my project. The project is done completely but cannot give a review for my client. it always appeared an error every time I make a review.
Claudia helps me solve my issue.

Thanks",5,“Receive prompt respond from Claudia” 
1797,Jennifer M. addressed be diligently. She assisted me on how to add payment method. Following her help it went well. Now waiting for processing. Thank you once again Jennifer M. and Freelancer.com at large.,5,“Best customer services ever received” 
1798,"Whenever I have a question or am upset with something , the support team does not fail to impress me with their help and behavior , bunch of gentalmens and ladies especially these two :  Anastasia D and Buhert L.",5,“Great support team” 
1799,Thanks to Anastasia D. to answered all my question and resolve my problem. Was really quick and easy. I'm really satisfied.,5,“Really helpful” 
1800,"Stephanie M. helped me in getting my refund back as I was unaware about the membership I opted for. She was very professional and extremely helpful. She did a great job and I am very happy with her solution. 

Keep up the good work lady!

Hats off to you!",5,“Stephanie M. is a Wonder Woman!” 
1801,"Agent Carmen A. was very helpful and efficient. She was quick in responding, kind and result-oriented.",5,“Carmen A. feedback” 
1802,"Lyndon S assist me very well, I am totally satisfied, just awesome service, Super like. I have never seen such assistance like Lyndon S on freelancer. I can't express my gratitude in words. Just one word many many thanks.",5,“Extremely Satisfied with the Assistance of Lyndon S” 
1803,My experience was nice because Jennifer M. understood my concern without me needing to type a big ol' long story.  She was also polite.,5,“Excellent” 
1804,"He really is a very good worker, he was attentive at all times and let me know the status of my query.",5,“a great work” 
1805,Katie R. solved all my queries and has been very helpful. Superfast and Excellent customer support service porvided by freelancer!,5,“Great experience” 
1806,"Since I have found a full time job and wish not to continue my subscription to Freelancer anymore. However, I did not deactivate my account and would need some help to get a refund for my next month fee. Judith. J supported me very well",5,“Very helpful service” 
1807,I had an issue with a project fee and she resolved it right away. I am so happy that she was able to resolve the situation so quickly and so clearly.  I greatly appreciate her efforts and I look forward to working with her again in the near future.,5,“Judith is the Best” 
1808,"Had an issue regarding a need to cancel a project. Jessica B. walked me through the actions I am able to take as well as sent a request e-mail herself. She was helpful, courteous, and prompt.",5,“Help/Support review: Jessica B.” 
1809,"Freelancer.com Platform is a best freelancing platform, Like every service & communication is very best",5,“Maximum” 
1810,awesome support and given proper answers to my question and I am happy to chat with her and i am fulfill with my all requirements that needed for support,5,“great lady and perfect support” 
1811,"i highly appreciate services from deskpro  especially FRIEDA S 
for how helped me i was going to get loss just because of my employer mistake so that i chose to request service on deskpro and they directed to FRIEDA S and in few seconds i found my problem get solved 
thank you Frieda S and other staff members i appreciate your services.",5,“appreciation” 
1812,I recommended for every job! I wasn't happy with freelancer I hire and they refund me all the money back! This site its just from God!!! Thank you very much!,5,“100% full recommended!” 
1813,that's a good serivce and nice to helping me for all details that i need thank you freelancer site team,5,“excellent” 
1814,Very fast and very understandable ... was great    Very fast and very understandable ... was great Very fast and very understandable ... was great,5,“Superb” 
1815,"Jessica B. was very kind, helpful and quick to resolve my issue with maintenance fee refunding. I appreciated having this person help me.",5,“Jessica B.” 
1816,"Easy, Simple and Effective.... I like the fact that I started to look for jobs right away without waiting for acceptance... and the support team is replying fast and assist you fast.",5,“Fast and Helpful Service” 
1817,it was good. I received the information I wanted and Mr. Stephanie M. was nice and patient with the question I asked him specially I'm beginner in freelancing,5,“helpful” 
1818,It was very nice to talk to Eric regarding the query I have and he solved the problem in few minutes. Thanks,5,“Good customer support” 
1819,"Katie is the best supporter whom I've met so far.
I really wanna do something for him but only good feedback.
Really thanks and thanks again.
Spasov.",5,“Really good supporter. --- Katie” 
1820,"I have some problem with my accounts and contact freelancer support to fix this issue.
So, Claudia solved this problem in short time.
Really good service.",5,“Excellent support” 
1821,"Jade D, is the best agent on freelancer. He solved my problem quickly and efficiently. I would keep this guy in my company forever.",5,“problem with client” 
1822,Entire process of initial chat followed by prompt resolution was competent and courteous. Follow up was quick as promised during the chat.,5,“Awesome” 
1823,It was very nice to talk to Stephanie M. Regarding the query I have and she solved the problem in few minutes. Thanks,5,“Very promptness and helpful” 
1824,"I was having a bit of a problem with my Freelancer verification and Stephanie M.helped a lot. 

thank you!",5,“Big Help with my Account” 
1825,Jessica B. is very helpful. I am really satisfied. Thank you so much for the nice chatting. She is excellent and provides me with excellent service.,5,“Excellen Service” 
1826,Really helpful. Thank you. I satisfied with the conversation. Have a good day. (100 chracters are too much).,5,“Thank for your support” 
1827,Thanks to Lyndon S for the swift support! To the point and quickly resolved. Happy customer! Keep up the good work and customers will be very happy!,5,“Support was quick and to the point” 
1828,"I really don't know where to start from but what i know for sure is that, the agent that attended to me Mr Carmen A. my heart is really praying for him and i will continue to pray for him. he is a life saver, a rare gem amongst multitudes. 
thanks for the help and support. I love you Sir.",5,“The best gift i ever received since the year began” 
1829,"Anastasia D is very polite and supports great service,
I will ask further if I need your help.
Great Freelancer Team!

I would like to recommend.
Thank you.",5,“Thank you for your support” 
1830,My trust in Freelancer got boosted up because of the great support I received recently. Thanks Stanley.,5,“Great Support” 
1831,Anastasia D. was a great support. She is very kind and sweet and will listen to your concerns :). She helped me resolve a problem I've had for the last past 2 years in a matter of minutes. I am very grateful for her help.,5,“great” 
1832,Great experience and would like to get back to get more help for my case. She was nice and responded me instantly.,5,“HelpFull” 
1833,Resolved my issue instantly without any problem.Excellent support.I am happy with your  customer support. GOOD job.,5,“Excellent support” 
1834,Claudia B. Was who I spoke with and she was amazing. She did everything I needed her to and also gave me helpful information for future reference. Thanks so much freelancer you guys are great!!!,5,“Amazing” 
1835,"Hi Freelancer Support,

Rate Your Experience With Freelancer: 5 Star.

I like for support. fast response and good answer.

Thank you very very much for support",5,“Fast Response” 
1836,"Anastasia D was able to resolve my issue super quickly & without hassle. With quick responses and great communication, i was definately happy with the outcome.",5,“Couldn't be happier.” 
1837,"Explained what happened just fine.
Signed on quick and researched quickly. Was courteous and helpful.",5,“Helpful” 
1838,"Thanks to Jade D.

He is very helpful!

* 100 characters minimum (random text)
Lorem ipsum dolor sit amet, sit no odio euismod. Nec ex perfecto complectitur. Eos ea interesset definitiones. Usu iusto facilisis salutatus ea, meis dolores pro id, legimus appetere phaedrum id cum.

Eu sonet mediocritatem quo, an nulla tibique hendrerit mel. Has laudem efficiendi eu, purto aliquando mei et. Et pro aperiam detracto moderatius, dolor animal moderatius per ut. Eruditi accumsan sea ne.",5,“Great customer support” 
1839,Easiest place for anyone to pilot their freelance career. I would recommend Freelancer.com to both New and Expensive Freelancers. It's a great place with lots of opportunities.,5,“Excellent” 
1840,"MY LOVE FREELANCER AND ITS TEAM :) ALWAYS WITH ME , PROFESSIONALISM , FRIENDLYNESS , SIMPLY AWESOME:)

LOVE YOU GUYS :) THUMBS UP FOR FREELANCER.COM",5,“WORLD'S BEST SITE” 
1841,"Amazingly fast resolution from Jade D. for my issue. I didn't even expect to happen that fast, with other support representatives from other companies it took longer to get a reaction, before they understood what I wanted.",5,“Fast resolution” 
1842,Lyndon S. ccould help me in seconds. thanksLyndon S. ccould help me in seconds. thanksLyndon S. ccould help me in seconds. thanksLyndon S. ccould help me in seconds. thanksLyndon S. ccould help me in seconds. thanksLyndon S. ccould help me in seconds. thanks,5,“I can't find my bookmarked projects on new site” 
1843,"Carmen A. helped me refund the deposit I accidentally made! Thank you! I really appreciate you. I don't like the site freelancer, but your Support Desk team seems to know how to run the show.",5,“Carmen A. Great Customer Service” 
1844,It was great and he helped me a lot. He did the work for me and provided with best customer service.,5,“Carmen A. review” 
1845,"Anastasia D was great. Helpful, quick and polite. This was my first experience using the live chat feature and I was very pleased with it.",5,“Helpful staff” 
1846,"Lyndon was great - did more than I asked for, even before I asked. I need cancellation and she immediately arranged a refund.",5,"“Lyndon was great - did more than I asked for, even before I asked.” "
1847,"My experience with Freelancer was Awesome. Needed help and Carmen A. Provided the support and patience I needed in a very timely manner. Will be sure to refer friends to the site after an experience like this.  
 Thank You Freelancer",5,“True Support” 
1848,"Sabrina G. assisted me like a pro. I hope, he/she will be the best customer service manager in the future.

Thank you!",5,“I am satisfied” 
1849,"Freelancer.com is a place for business people. And I'm one of them) Therefore, without further ado. Freelancer.com is the best of the best. Not being discussed)
And I convey greetings to Frieda S., good girl and professional support agent. Thank you for your helping.",5,“Freelancer.com is the best of the best.” 
1850,"I would describe it as un biased and calm experience. 

One thing i like was it was handled without any bias. I have seen many companies get biased towards a party from which they gain the most.

In my experience with free lancer support was unique. Both employer and free lancers were given equal chances to put their case , both were provided enough time to respond and after taking help from different departments decisions were taken.

The thing i value most is honesty and trust which were both upheld in my experience with freelancer.com , their team and specially the customer care agents with whom we interact. I want to thank with whom i have got in touch for this ticket and dispute resolution service.",5,“Dispute Resolution” 
1851,"My experience was really good, Josie was objective and did everything she could to help me, even I being wrong",5,“Job done” 
1852,"I have receive very well support from Eric
I was not aware about payment and Eric refund me my money back

He is really good person

Thank you Eric",5,“Superb Support” 
1853,I received excellent help from this support person and all of the support team. Freelancer has been a great place for all of the many projects I have done.,5,“Excellent Support” 
1854,"Although I experienced some technical difficulty, Anastasia was very persistent in helping me resolve it.",5,“Very friendly customer service” 
1855,"That was just so wonderful.
my query was perfectly and professionally handled by Betty T. 
I am very grateful",5,“Support service” 
1856,I was assisted via live chat by Eric S to cancel mu subscription and refund my payment.  He was very helpful and completed my request quickly.,5,“Membership cancellation support” 
1857,"I have contacted freelancer support for some reason.
Freelancer Agent, Jessica B, helped me to resolve the issue.
I appreciate for her help.
Highly recommended.",5,“Happy to contact freelancer support” 
1858,"Some freelancer through the platform did not start on time.  But the good news is that freelancer customer friendly support worked with me and return my deposit back to my card. I will use this platform again  to hire more freelancers, etc. Just not that particular freelancer on freelancer.com.",5,“Great customer support” 
1859,I would like to express my thankfullness  to Freelancer team especially to Clara P. who showed me patient and helped to me to save my loset money,5,“THE BEST WORK EVER!” 
1860,"I've tried to chat with 6 agents to solve my issue but I could not solve.
Finally this agent heard my situation enough and solved it.

I was satisfied with his action.

Thanks",5,“Kind agent” 
1861,Thank you Jade for the quick and professional answers and help to me. People like Jade is support's jewelery!,5,“Problem with Contest Holder” 
1862,The agent Eric S. from the support team was great. He was very kind and helped me to solve my problem in just a few seconds,5,“Support team” 
1863,The support team of Freelancer gave me an efficient and quick response. I had my problem solved in less than 2 days.,5,“Quick response about charges” 
1864,"After 2 frustrating attempts to resolve an issue with a payment that I made by mistake, this customer rep(Katie) took the time to clearly answer all my questions and in the process clearly explained everything to me. It all makes sens now thanks to Katie, really appreciated!",5,“Very patient and genuinely caring!” 
1865,I had some issues with my Financial Dashboard and Erwin C. helped me figure things out. Very helpful and polite,5,“great help from Erwin C.” 
1866,"This Anastasia D. freelancer help me lot . Its good for me and my account.
  he gave me  good advise  to make my account safe.",5,“Good Freelancer” 
1867,The freelancer support team is awesome. Specially Anastasia D. did an amazing job for me. Thanks a lot!,5,“Anastasia D. did a great job.” 
1868,Thank you...........Helpfull and fast reply also...Better service for any freelancer for any help...........Again thank you to freelancer help team.,5,“helpfull” 
1869,Very helpful and fast to grasp the issue and then she solved it well. Kudos for Anastasia. She understood the problem rapidly and took decisive steps to solve it.,5,“Anastasia was great.” 
1870,"I have contacted with her on freelancer.com live chat.
She is a very kind, quick, helpful and reliable freelancer support team member.
It was my pleasure meeting her.
Thank you.",5,“Very helpful person.” 
1871,"He was Very Helpful to me. He keeps calm & Answered my all questions.
very supportive guy..Best Support",5,“Very Helpfull” 
1872,Thank you for your quick support. I was pleased with the service.I wish the best in your life.I hope it will be good for me .I am new here .  You have 7/24 support . this is so well,5,“Wunderful support” 
1873,"Quick response Great Communication. I was facing card issue and send a message to customer support  Jade D. respond quickly and tell me about exact problem and its solution now its fixed i am happy.
thank you jade D.",5,“Get Great Help from  Jade D.” 
1874,I explained the problem and she easily understood  after that quickly solved my problem.my confidence in the site increased.Thank you.,5,“thank you so much” 
1875,"She explained very well and good communication
Thank you for helping me solve my case. I am glad got helping.",5,“Very Helpful” 
1876,Anastasia.D was very helpful and explain everything clearly to me and I was able to solve my issue that I'm facing! Really thankful for your help!,5,“Deposit issue” 
1877,Carmen was very helpful and solve my issue on the spot. really appreciate that. Would use freelancer for all of my future work,5,“Great costumer support” 
1878,"Excellent support very responsive very helpful, i am satisfied and always glad to discuss with the support they always help me",5,“Excellent” 
1879,Very responsive. Solved my issue quickly. Very helpful and with sense of respect. Thank You so Much for this kind of support,5,“FAST response” 
1880,My whole earning is totally based on this site. Made my career. I am thankful to the freelancer community.,5,“Great support.” 
1881,"great customer service by Mr. Jade 

he is helpful and will never leave you without solving your issue",5,“Best Support service” 
1882,Had a great conversation with Carmen A.. He helped me in what i need. He answered to all my question,5,“Great response” 
1883,"He is very good and he is understanding the problems i love to tell him my future problems. It was very nice to talk to him i am very happy with his service before I contacted with 2 agents but they didn't understand the problem maybe they were new so that's why they failed to understand.
Now I am very satisfied with him",5,“It was excellent” 
1884,"Anastacia was very helpful. She provided great service, was kind, clear, and helpful. The site was not what I needed right now and she provided me a refund even though it was a guranteed contest. Much appreciated!",5,“Thank you” 
1885,Freelancer.com staffs are very responsible and fast..........................................................................................................,5,“Quic response” 
1886,"I am new to this system and clueless and JudithJ never complained, all she did was to give me a good news which solved all my problems. Thanks JudithJ. God bless you",5,“JudithJ is awesome and a good news” 
1887,"just it was a very good communication from the live support center by  ""Michelle A."".. it was very helpful.  thank you.",5,"“good communication from support ""Michelle A.""” "
1888,"I have connected to 3 to 5 support persons till the date as they have provided some subscription plan or some other project guidance or some issues or etc.

But this person is the best as a supporting person, he answered me with logic and reasons, and also provided required information to report spam projects.

I am feeling relax now about my issues as i know the reason why they caused or how can i resolve another issue.",5,“Jade D is the best supporter among other members from support team.” 
1889,Very good. Betty T was very helpful and resolved the problem. I had an issue with payment not processing. I also had general questions she was able to answer.,5,“Payment/Milestone Issue” 
1890,"Okay, very good, I was very helpful and I had a good support thanks to the attendant Judith J until the next.",5,“Judith J” 
1891,And asked for help about the error in fees.I was contacted by Frieda S. He was very professional and quickly provided me with the necessary assistance. Thanks you!,5,“Feedback for support service.” 
1892,The man is so good and give me the best sussesion the his behabiour is soo good and a nice man I hope he is a very good man .,5,“nice” 
1893,"Anastasia D. is the best kind staff that I have ever seen
Recommend him!!!
He is very good staff and is trying to help me
I respect him
if I have a problem I am going to tell him",5,“Kind freelancer staff” 
1894,Claudia B understood the issue correctly and helped in ensuring that there is even ground reached without making me lose money after understanding the correct picture. I appreciate the professionalism of her in dealing with the issue. Thank you.,5,“Claudia was helpful” 
1895,"Mr Kayla B. helped me very good on this problem.
There are some problem on project dispute.
And he make me understand a lot on how to solver it.",5,“Help on some problem of dispute.” 
1896,"it really works very well and helps in everything.
of all the problems gave the correct answer and helped me understand everything",5,“Very good” 
1897,"I just had a chat with a customer support officer named Jade D. , He was very kind and has answered allot of my questions in our chat. Really nice guy. Thanks.",5,“Awesome website and great support” 
1898,"My experience with Jade was quick, professional and to the point. She provided all requested assistance and even some additional useful information without request.",5,“Quick and Courteous” 
1899,Cladia was friendly and helpful in a situation that could have easily turned sour. Thanks for all your help!,5,“Claudia B. Was awesome!” 
1900,"""Excellent Service done by Anastasia D. he/she assist me very well, i told him my ongoing project employer not responding me after that he/she heard me very well & give me solution by sending mail to my customer""",5,“My Experience with customer executive” 
1901,"Had issues trusting requesters who asked to go on Google Hangout. Not only was I given good advise, Cyril was very fast in getting back to me.",5,“Sketchy Request” 
1902,Great! Freida S. helped me directly on the right issue. Directly addressed the point. Perfect support.,5,“Fast and efficient helps.” 
1903,"Michelle was phenomenal!  She quickly identified the issues that I was having, took the necessary steps to correct the issue, and provided me with additional information on how to prevent the same thing happening in the future.  Very professional, polite, and a pleasure to chat with.
Thanks Michelle!!",5,“Excellent representative” 
1904,I asked the question to Jade and she responded quickly with an appropriate answer. She is a good communicator.,5,“Identifying winning bidders” 
1905,Feel warm and secure with the help by Kayla. B. She do provide some good information and help support for my hard time. Thanks so much,5,“Professional” 
1906,"Kayla B. has helped me in everything I asked for. Great!
She has helped me in everything I asked for.
I recommend his services, for his kindness, his knowledge and above all the speed in which he responds and gives support ...
I hope to meet more people like her when I run into problems!",5,“Good technical support” 
1907,"I had a problem with account membership. Avery V. clearly explained the situation, was very understanding, and quickly resolved the issue for me. Thanks again.",5,“Avery V. Review” 
1908,Bailey E. replied my question within a few mints. I really appreciate that. I like the kind reply very much,5,“Bailey E. Great Person” 
1909,Kayla B. explained everything clearly. She did a great job. The response was fast as well. I would love to have her as a chat support if I have further questions :),5,“Withdrawal not yet received” 
1910,I had a chat with Betty who resolved each of my queries. She was polite and professional and explained all points well. Thank you.,5,“Query about bid count and skills exams” 
1911,The support stuff was extreamly nice and helpful while guiding me trought process and providing clear answers on my questions.,5,“Great support” 
1912,I was able to chat with Cyril twice and consecutively. It is evident that Cyril knows the ins-and-outs of the platform thus being able to provide smart and sufficient resolutions to my queries. Thank you.,5,“For Cyril C.” 
1913,"Anastasia D was very kind to instruct me about my freelancer financial dashboard and the way it works. All the freelancer team is always very helpful, thank you all for your time and patience. Keep it going!",5,“Keep it going Freelancer team.” 
1914,"She was very helpful, she was clear, kind and willing to help. congratulations for having someone like her, professionally meets perfection",5,“Anastasia D.” 
1915,"Betty was quick to explain to me what had happened with my account and helped me fix it. I had fallen victim to a scammer and had accepted the job prior thinking nothing about the commission fee. Betty explained to me what had happened, and reversed the fee.",5,“Betty was awesome” 
1916,"Many thanks Anastasia D for perfect attitude and impressive support ,answered all my questions and gave full support",5,“thanks for support” 
1917,I accidentally got the annually membership plan but Eric S. helped me in no time and got a refund and was able to get the monthly plan i wanted. Eric saved my skin! 10+  for that!,5,“I got the wrong membership by accident” 
1918,Michelle was extremely helpful and came back to me query straight away with plenty of information and links for further information.,5,“Great Customer Service” 
1919,"Hi , 
I'am A new member in Freelancer.com .
I found great support form customer support "" very nice from Jade D. "" 
It's great experience , very nice ..
Thanks ,
Sameh Beshara , Senior Graphic Designer ...",5,“Linked with Facebook account” 
1920,"Received Immediate Response from Jade D, for a refund problem.It was very helpful thank you very much!",5,“Received Immediate Response from Jade D” 
1921,"Awesome Experience with Michelle A. was very patient and awesomely took care of my questions.

Thank You",5,“Awesome Experience with Michelle A.” 
1922,Good comunication and solve my problem quickly. I don't speak english very well but the assistant attend me very kindly,5,“Great attention” 
1923,I chatted with Jade and received clear and useful Information. I felt supported and understood. Excellent job.,5,“Jade D.” 
1924,"Support excellent , & Promot
Very supportive ,  understanding
I highly appriciat the service & support that has been offered to me by freelancer",5,“marwan” 
1925,Great and fast help. We had an issue with contest refund. It was resolved quickly and the money was refunded.,5,“Great and fast help” 
1926,Very nice with explaining the thing that i need to do to close the deal with my old project. Really appreciate the help. Thank you Carmen A.,5,“Very patience customer service” 
1927,"Troy C., saved me from a project I accepted that was fraudulent.I am new to Freelancer and through chat, Troy sent me a link to read,  that helps determine if projects are fraudulent. Troy quickly deleted this employers account and refunded the money I was charged for Freelancer services. I was very happy with how he quickly responded and save me from a job, I accepted.",5,“Quick and Helpful” 
1928,"Anastasia D. was very kind, understanding and helpful. I am very grateful for her help. I love this platform for many reasons and helpful online assistance is one of them.",5,“My Thanks to Miss D.” 
1929,I HAD VERY GOOD EXPERIENCE WITH Michelle A.HE WAS TOLD ME HOW TO ACCEPT PROJECTS AND HOW TO AVOID FRAUDULENT PROJECTS ON THIS WEBSITE.,5,“ISSUE WITH EMPLOYER” 
1930,Stephanie M. has been extremely helpful as a live chat customer support agent today. They were professional and answered all the questions I asked perfectly.,5,“Your support agent was amazing!” 
1931,Michelle A was great. She was able to quickly resolve my query and provided me with all the information I needed. She was very helpful.,5,“Query resolved” 
1932,Oscar was outstanding and patient. I could not ask for more.  I would have to say that he is better than most of the people I have chatted with that do online support.,5,“Oscar's sevice” 
1933,"excellent help in a very short period of time, very responsive and kind and patient. Deserves a raise !!!!!",5,“perfect !” 
1934,Great agent . he is very helpful . and i got my full support form him with a short time .  Have a nice day my dear.,5,“Best Agent” 
1935,Michelle A helped me this morning to understand why and how I could solve the problems of identifying my freelance account. I really appreciate his help for his pragmatism and speed of execution,5,“Michelle A's advice” 
1936,I am very excited working with freelancer.com! Many job opportunities and Excellent support! Is my favorite!,5,“Five stars for freelancer.com!” 
1937,"Bailey E has addressed my issues very well.
As this was my first experience to award my project over Freelancer, 
As I was not able to get my project update from the freelancer whom I have awarded my project.
But Bailey has understood my issue quickly and immediately provide me the solution by talking with both are parties,
Thank you very much, Bailey and team freelancer.
Now I don't have any issue to award my other projects over freelancer.com
Because really you guys care a lot.
Thanks",5,“Thanks Bailey E for your quick support !! Freelancer.com - Project ID: 18353728 !!” 
1938,"Frieda was good and very helpful regarding assistance of my issue. An impressive meeting with her, very polite, helpful,cooperative and good communication. I wish Frieda should be there all the time to assist me with any of my future issues. Freelancer is a good platform for beginners in order to learn more and in order to give help to beginners. Thanks Frieda and thanks Freelance... A++++++++++++",5,“Withdraw Money Issue” 
