text,label
from last 3 to 6 months i had a couple of rides with uber but in the last ride they charged me 50% extra money and they are not giving proper explanation ... this looks like a uber is a big scam. this organization will be stealing money bit by bit .. Becareful guys !,0
"Uber is a scam! They steal your money bit by bit. They seem to be con artist they engage you in conversation so you will like them and give them a good rating, when trip is at the destination it will continue to charge you - so if they drive off without completing the trip it's more money for them.. More money. Scammers and con artist. lesson learned!! I end up changing my email and shutting down my bank card. They were literally over charging me and taking it right out of my account. Then I wasn't able to talk to anyone. There is a reason they don't have a contact number.",0
"I am an IT employees working in Infopark cochin. Last night i booked a cab. Its just a distance from Infopark to Kakkanadu(seaport airport road) near civil station. The bus charge is the minimum fare which is 7 rupees. That much short distance. when i arrived at my stop, i was shocked by seeing the fare as 366 rupees. fare + 250 rupees because of surge period. What the hell is this. I depended on Uber for each and every journey as i carrying. But i stopped it by yesterdays issue. Very very very worst experience and feedback on Uber. I hate it now.",0
"Wish there was a ""minus star"" for ratings. As I said before, I'm trying to cancel UBER, but I gotten 5 emails that keep asking ""please tell us why"" crap that leads you to their web site asking you to sign in with your password. How the @*$k could I sign in if my account was canceled, why would I want to sign in (are u freaking kidding me?) ?  Uber has four letters, does anyone have a four letter word that can replace UBER? Why can't they just read my original email thats explains my reasons?",0
"worst service i had booked cab from kondapur to Chilkur Balaji temple,they accepted booking but when driver came and asked were to go when i said to Chilkur Balaji temple then the driver is not ready to come with us.he reply's they don't provide service out the city and i have to cancelled my cab and they charged me for cancellation charges also this is very disgusting thing i ever faced from uber when they don't provide service to the area.then how can they accept the booking",1
"Uber the rating game Hi, I was so excited when I heard about uber and join the team I was very proud in one month I did at lease 50 trips. It started a little ruff in the beginning because you have to get to know the GPS and that sometimes it goes crazy in certain places and you don't know what to do but do my best to get the rider to his destination safe. So I had a few problems and some customers are not fair weather they are having a bad day or not feeling well or just disgusted with life itself. Uber should really try to communicate with there partners and see if they can help a driver and hear what they say about the passenger. I own a 2001 2 door Acura and I had to purchase a newer vehicle to drive and so the passengers were comfortable my way of providing good service. I did my best and that was not good enough because of how customers rated us and there comments. The sad part was that I rated almost everybody with a 5 star ratting. So I get an email that my account was deactivated . I was loving my job and was trying to improve without Uber help. I lost a job I love due to customers with no heart and a company that does not care about the uber driver. I hope this help someone and be careful cause the Uber driver has more to loose. I lost my job and I'm in debt with a 2012 vehicle. Julio guzman Email- guzzman2@hotmail.com",0
"Between comparing themselves to airlines and hotels at peak season who raise theirs rates which they do but never by 5.9 percent of a normal fare or room charge. Dynamic Pricking ,Surge charge and robot customer service with scripted replys they are a rip off. They are not transparent at all in their pricing. They charged $250 at 11PM for a ride that cost $30 twelve hours earlier. The driver took full advantage of the fact there were many riders looking for rides. There were also ample drivers available He raised his surge until someone accepted. There was no disclosures or an idea that he was charging $250. It is not clear what surge charge is It only states 5.9x. 5.9x of what. When you take a ride twelve hours earlier for $30 no one would expect to pay $250 for the same ride. Beware and make sure you know what you will pay before accepting a driver. They are allowed to rake you over the coals",1
"I have tried on 2 separate occasions to get a ride home from Uber. The first time, the driver cancelled the ride when he saw that I had a cart full of groceries. I was charged for that cancellation, but later given a $5 credit. When I went to use Uber again, the driver was in front of me, pulled up. I waved and he pulled away. I watched him around my apt complex. after that, I was charged $5 I was asked to rate the driver. How can one rate a driver when you did not even get in the car? That driver was given 1 star for not even attempting to contact me and for just driving by a couple of times. I was waiting outside before he got there. Literally, he was only 2 ft in front of me when he pulled up. He saw me and left. The last time I tried to use Uber again for a ride home from the grocery store (I contacted customer service about being left at the store the first time and was told that it would not happen again) Well, it did. The driver never showed and never bothered to contact me. He cancelled the ride once he got there. I requested Uber again, he cancelled the ride immediately. No charge for either cancellation. So, if there is any Uber driver's out who can answer this... since Uber customer support does not answer it directly. Does Uber not pick up customers from grocery stores?",1
"This may be the biggest scam of the century. First off you could make more selling skis in Hawaii. You start the day by putting $30 in gas so you figure no problem I will make it back and guess what you will but thats it. Have had many days working 10-12 hours just to make $100 after their fee and the gas you walk away with $50 here is the kicker you get to run your car into the ground. Uber is a wake up call if you have ended up here your life is not going as planned. You need to change course I find myself scared to go eat off the dollar menu cause it will take me several fares to make it back. What is very sad is many people come to Uber needing money and bank on this opportunity being what it claims but it is not it is pure lying,greedy,bull$#*!.",0
"Über will Neve get a dime of my money, I would rather call a taxi. They have no customer service, they do not care about correcting any issues. They pretend to need all of this information to research, when they have no intention on getting back or just placing a call to you. I will never use their service again for overcharging me, and charging me a cancellation fee when Their driver decided to cancel the ride! BBB and every other outlet will be notified",0
You can close this business and search for better one. Free Ride concept is also fraud...... You cannot stand in good possession. We all IT peoples are hate UBER.............,0
"Uber's ratings of its Partners is irrational. 4 out of 5 is 80 percent. The founders probably didn't score 100 percent in college. The overall rating of Uber is not a 5 star. Uber platform to send the Partners out without training is expectation is fatal. Why allow the companies ratings to fall immediately with new Partners. The riders are Mal Contemps and not happy with a good, friendly, and safe ride. All new Partners should be required to attend the four hour training. Uber changed its policy on evaluation mid stream and changed from the 500 ride minimum to a 50 ride minimum. Once a Partner gets de-activated they are treated as if they are a criminal, second class citizen. Uber does not care about the negative publicity or terminating a Partner.",0
"Twice I have tried to set up an Uber account, most recently 2 days ago. That took 2+ hours. When I contacted uber for a ride, the user name and password were not recognized. Clicking the link to reset the password, it took Uber nearly 3 hours to respond and with no link to reset the password. The company is undependable and not user friendly, especially if one will not use Facebook. As of more than 12 hours later, there is still no link to reset the password. Forget even trying to get a live body on the phone.",0
I have comment about the rating system its not fare and its not based on fixed points and work is not stable with uber,0
"If your in the san fransico area be on high alert. Uber drivers don't go through background check , all they need is a car, license and to be approved by a ""inspector"" to begin picking people up . I take it upon myself to look up the person picking me up & I've used Uber twice already. On my second trip I was to get picked up by a Akeem Davis and when I loomed his up a ton of red flags were popping up. I immediately cancelled and contact Uber yet they have refused to respond to the concerns I've asked them about regarfing these workers. Don't trust Uber drivers.",0
"Thanks so much to Uber, who cancelled my ride, charged me for it, admitted I was wrongfully charged, and yet still kept the money for themselves as an ""Uber credit."" Why not just stick your crooked hands in my wallet? Going into someone's bank account and giving yourself their money without reason is robbery. Cab companies can't do that. Now stop e-mailing me with your desperate pleas for me to reach out to Congress, because obviously thieves don't make for a safe ride home.",0
They rip off customers riding from NJ to NY with a 20$ surcharge and don't bother to let them know in advance. Screw uber!,0
"Uber is being investigated for money laundering for foreign governments in the Middle East, trying to increase the value of their stocks before they go public, hiding behind their app with no means to contact them????????????????????????????",0
"Uber use to be great. Remember when you got the first one? It was so easy and convenient. Now, they are worse than taxi's. Surge charging to 2 or 3+ times the normal rate, app crashes, poor drivers, and above all, weak and unhelpful customer service. Now any d bag with a license can be a driver. Some of the drivers even pedal coke and weed thru Uber. Other drivers hit on girls and try to get dates. We had a driver pick us up in his pajamas once. Another driver had a tire blow out and told us there was nothing he could do about it and we basically paid double for the trip since we had to order another uber. This is no longer a company that is in control. Uber use to be great. They use to be the Nordstrom of transportation. Now, you might get the first car you click, or maybe the app will crash. Maybe the driver will wait 10 minutes then call you and cancel the ride because he's stuck in traffic. Once you get the car, cross your fingers for a cool knowledgeable driver but 9 times outta 10 the driver is out of their area and they have no idea where they are. So use gps, but it doesn't help when gps takes you the ""shortest"" and most traffic ridden route. After your trip, hopefully you get charged the correct amount... Or maybe the driver will contact uber and say your trip was longer than it actually was and they will charge you more, which I hear is happening more often now. At least taxi drivers have to work out your transaction on the spot and you know you won't be charged more at a later time. Taxi drivers are also usually driving as a career, supporting their family, barely scraping by. One of my last uber drivers was a real estate agent using uber to give out his friend number to order weed. WTF? Uber USE TO be great. Now, I'd rather just take a taxi. The uber app is convenient, but is it that much harder to dial a cab??",1
"I requested a Uber in Paris and their driver somehow forgot to load my case that had 3 laptops, one new samsung s6 one camera and May brochures that were prepared for my business trip. I found out about it missing at the airport so we had to drive back to our office in Paris and of course it was missing . I missed my flight and so did my partner who I shared the ride with. It cost us over $700 to rebook another flight 2 days later. To make things worst, we were charged 235 euros for the trips and the time it took us to file a police report. I complained to Uber and some lady responded with simple sorry, saying I left my bag on street which of course I did not and it wasn't some public street and I recall very well telling driver to put in tunck and use back seat for larger case. Today and I am in NewYork I missed a call from Paris followed by an email which I responded to both but no answer on phone and still waiting for another call. My total losses are at least $4000 . AfterThis Uber experience I instructed my office not to ever use Uber again anywhere. A simple call or maybe a credit on bill or anything would have suffice. Stop using them.",1
"Im a professional taxi driver aside my studies and I knew this was a total hype and nothing more. In sweden we call business like this ""bondfångare"" = peasants fooler. It nothing romantic or cool about fraudsters and this is what it is.",0
Your drivers are Horrendous! one of your imature drivers was coming Down Delph lane near the TJs pub and he was not looking wear he was going I was coming on opposite street near the woodhouse garage and your driver bumped into my van and he drove of so I saw him at the traffic lights and he said he was in a hurry to the train station but he was going the totally opposite way it is hirrendous I hope you loos business and I know your company used to be around before you used to deal drugs and perv on school kids am I right to say you had a driver in the back with a school kid so you will not get my business at all p.s no one should go through what I have been through from no one.,1
"I will not use Uber again. When we left our concert on July 4, the only available rides were at 5 times the rate. There was no indication in the app window of what our total fare would be and I NEVER would have approved $111 dollars for a twenty minute ride. There needs to be more transparency in how fares are being shown before and during a trip. If you are booking a ride on this service, check the fine print and be sure you find out what the fare will be before you get in the car. Beware of ¨dynamic pricing¨ or ¨surge pricing.¨ Nuff said, I will call a local cab from now on.",0
Don't get in an uber taxi. Terrible rip off.,0
"I would give Uber less than one star if I could. I drive for Uber and was shorted time and time again. They short drivers and overcharge passengers. They are trying to make a lot of money fast at others expense. And women drivers are not safe. Women don't last long at Uber. If they don't quit from being put in danger or because their pay is constantly short. I am starting a support group for former female drivers. If you are one, Please contact me. I have a support group in San Diego. And if you do sign up and drive for Uber please use my referral *. Drive 20 rides in 30 days. Please check current promotion, Uber will change requirements. If you want to get an even larger bonus contact me directly. I am my full name at Gmail. Renee Belinda Cooper WomenDrivingWomen.org",0
"After their 20%, driver must put a side 15.3% for tax and social security, also pay for gas, maintenance and car depreciation, insurance phone service, also need to buy personal insurance or penalize at the end of the year due to Obama care and car payment, if you make $100 every 4 hours and work 12 hours with no break and lunch and no overtime pay, you tell me how much per hour you get paid, Uber is lying about $30 or $20 per hour income.",0
"it is unfair ilegal ,unsafe for 100 percent ,annoying inefficent stupid customer service staff in toronto. these are people who are purchasing laws to operate.must be regulated legally.",0
I was making more than $100 up to $200 per day averaging $17.50 fare each trip and 3.2 stars out if 5 when my logins were rejected as druver account not activated. I had no customer arguements or complaints except for a support email from somebody named Eric who said that based on past ratings Uber no longer will use me as a contractor. The email time stamp looked ficticious as is read 13:45 when it actally was sent at 15:45 or 3:45Pm. At 6:30pm the email completely vanished from my Imap email on both devices i had used. You will run out of data if you dint have an unlimited plan. There was so much construction that the Uber app sent me up to four miles further several times. At the same tume Uber's sever started having SERIOUS issues making their site likely under attack. Will i get my job back? Uber has NO PHONE SUPPORT WHATSOEVER. There us very turse limited message and the email support goes to different desks to someone other than the source of the problem. This on Friday the weekend of summerfest in milwaukee. Life's not always fair but management by big business of local traffic matters is a failed experiment and should go back to communist societies that rob the priductive and hide the resulting windfall profit to the corrupted manager types who only grease the sqeeky wheeks.,0
Uber owes me over $600. They say I must have a checking account even though they have put money in my savings account after my first complaint. I do not have a checking account. They are illegally holding my money and I am hoping to get a class action against them. Lee from Austin,0
"uber sucks. They suspended me, someone who has spent over 1000s in their company because I did not like their rude customer service. They also automatically send you to a higher uber car, if uberx is not available.",0
"We used über to take us to a concert in Columbus, OH. The driver there charged us $25.94. Said uber said he can charge 7 times the regular rate but he wasn't going to do that. The charge for the driver home was $148. He said he was allowed to charge 8 times the regular rate due to high demand. I personally feel that is not how you treat your customers and will never use uber again.",0
"So I haven't used Uber yet, but finally Las Vegas is allowing Uber & Lyft to come here (the taxis have blocked it for years) & so I went to their site to contact them to find out when they are coming here. I was shocked (thought maybe I was blind) that I couldn't find their contact page. Sure enough, THERE IS NONE!!! What kind of company has no way to contact them??? Then I went onto their LinkedIn page to voice my disdain & they DELETED MY POST!!! If this is how they treat customers, I hope someone brings them down. No one online should get away with hiding behind a website, NO ONE. Especially not a company that draws such attention. What does Uber have to hide???",0
"I am in Texas. This company illegally obtained my cc info and charged my bank account. Stopped em' cold. Sure, I shut down my card. Bank issued new one, credited my money back. Uber ain't getting $#*!. Anyone who uses this company anywhere without first reviewing them is an idiot and deserves what they get. Too many idiots being taken advantage of because, they LET it happen. Always review a company first. With as many negative reviews and, clearly, criminal actions made by this company, you're stupid to use them. Or, work for them! An app? you agreed to work for someone you never met? MORONS! Stupid is as stupid does.",0
"The worse company in the world to get a ride from. Told us it would take longer to get a ride home, fine. They had no service for a ride home cost a ton of money to get home. Will never use this service again. Highly recommend to not use this service.",0
Hired uber to drive to Boston Garden for concert tonight. Driver shows up on time first time driver. Did not have a clue on how to get to Boston Garden. Could get another Uber but not on time. Ended up driving in ourselves . Will use a cab from now on. Can't rely on company that doesn't know what they are doing.,1
"First of all, this company is a total fraud, they tell their drivers they make 20 an hour which is total lie, you makeless than minimum wage, you have to also factor fuel costs, wear and tear of youof car and a lot of oil changes, bottom line is this company isn't worth the trouble, please don't sign up for Uber, you only be their for few months and then deactivate you and stuck paying car payments and no job. As a passenger it's great until your credit card is abused, take a cab it's safer on you and your credit card",0
"I went 12 miles and they charged me $95.00!!! WOW, I must have been on a chariot of gold and didnt realize.... wtf.",0
I have to say this is going to be my first and last time I ever use this service. I am going to be writing on every site possible about the terrible scam that is UBER cabs! Claim to be the cheapest but on the night out at 2am when we were trying to book it wouldn't let us change the surcharge and anything less than 2.4 wouldn't get accepted. As a customer being my first time with uber and trusting that it should still be cheap I booked. Only to realise I ended up paying £102 for a ride which has never been more than £40!!!! Biggest biggest scam ever and never ever am I gonna use this service! After complaining that the driver took a bad route I was given an email saying the estimate was rigt??? Maybe uber should check facts! Never has a cab ride from London to Harrow costed me more than 40! Worst company ever!!they claim that they give an estimate of the fare! Don't be fooled no such thing happened! The next thing we know is driver is on his way and once we get home we receive the huge a** receipt! STAY AWAY!,0
"Not only is ""UBER"" car service a fraud but actions that are allowed by its passengers are criminal!!! Recently, my friends son was jumped by passengers riding in an ""UBER"" vehicle. When the incident happened I couldn't believe a ""reputable"" car Service would allow such criminal acts and not file a report. So sad...",0
"UBER is big big FRAUD company. As a driver,,, please do not sign for uber. They trying to attract the people by offering cell phones, cars by collecting the monthly payments are three times of actual companies. If anyone has taken vehicle and phone thru uber.....their life is going to end so soon. No contact numbers, uber app mileage is different than actual distance. No proper management.",0
"I thought this was very practical until my card was fraudulently charged twice tonight and I discovered how ridiculously difficult it is to do anything about it! I saw the ride come up and cancelled the first one, but I got charged anyway because it was cancelled at the last minute - to the tune of £17! I emailed UBER support right away but they are not available during the late night, it seems. I have changed my password and sent another email asking to delete my account but am afraid I will get charged again despite it all. Why is it not possible to take the credit card off the site? I don't want to go through the hassle of cancelling my card when it's just an UBER problem. If the site just offered that option I wouldn't be deleting my account. But now I'm totally turned off UBER and will stop using them asap.",0
"I am happy that I did not use your service this past Wednesday, as your past Users (Feedback) shows that your Company is a Scam, abusing the Users Credit Cards with your continuous multiple Credit Billings to their Credit Cards.",0
I'm going through an arbitration case with Upwork right now. It's horrible. The best Upwork does is email between both parties before requesting $291 more so that the case can go to arbitration. It's the worst. I do not recommend using Upwork at all.,0
"I am a working professional designer and thought I could earn some extra money from Upwork. The clients are generally terrible at communication. Countless people have accepted my proposals, wasted my time with back-and-forth emails, etc. Only to disappear and never be heard from again. In addition to the low quality clientele, the site is over saturated with mediocre, untrained awful freelancers. Upwork is garbage and I will never waste my time with them again.",0
"I joined Upwork two years ago because a friend told me about this place for freelancers and I was looking for a good site to gain experience and earn some money. I immediatly encountered issues where despite my applications, no client was interested because of my lack of experience on the site, thus no profile reviews on my part which didn't make me appear like a trustful user. I gave up for a long time until I started receiving invites to interviews not long ago and I decided to give it another try, so I replied, sent applications... nothing. The most disheartening thing is the very little amount of money clients are willing to offer a freelancer. They want you to deliver a detailed work without paying as much as it's worth and they even ""mock"" you saying you shouldn't expect that much especially if you are new on the platform and with no feedback at hand. This is very disrespectful and not professional at all. Other clients are also very vague about what they want the moment you finally find someone interested, sending you references and telling what they need without actually showing you in detail. This will result in a terrible waste of time and again, for a very little amount of money. As if that weren't enough, Upwork apparently likes hiding your profile if you haven't earned money for a while, or used the platform at all even when you're actually in the middle of a contract. You use the site because you want to create a better portfolio and get the needed feedbacks to work more, but how are you supposed to do so if they hide your account from the clients? They don't really offer you the chance to grow unless you're lucky and the small ones are basically treated like slaves most of the time. You want a job well done, you pay as much as the freelancer deserves, simple as that. If you want a cheap job go looking for royalty free stocks and be happy with it. One thing many people fail to consider is that some of us are from Europe and the currency changes depending on your Country. Living in Italy I already face a considerable loss whenever I convert from USD to Euro and if we count the fees Upwork itself takes from the final price offered by the client, you may end up earning HALF if not less of what they are offering you. If you're considering the platform to begin your freelance career, don't even bother with Upwork, it's a no-go.",0
If you are a freelancer and have two goals: build up your resume and/or your portfolio and you would like to make money doing so - Do NOT use Upwork.com. You can do better elsewhere.,0
"I was a freelancer on Upwork. This site mostly attracts clients who expect a lot but want to pay very little. Upwork also takes 20% from each payment made to the freelancer, which is insane. Do yourself a favor and don't join this site. It's not worth your time...",0
"The concept of it is a great one, but the service at upwork is the worst. They don't care about honest transactions and are willing to let scammers work on their platform as long as they get their cut. I lost thousands of dollars with upwork and they did nothing about it. Not an honest company at all, use a different platform.",0
"Posted a listing for a writer for project paying up to $10,000. Absolutely 100% legit and all screens filled out properly. However, because of imbeciles running this site, my true, authentic posting was declined as a scam. I think they have it wrong - UpWork is the scam. Wasted 20 mins. describing high-paying job that many writers would jump at. Upwork is obviously an amateurish, nickel and dime operation with no experience or understanding of professional high paying projects. Go to other sites that really know this business.",0
Freelancer logged double the hours than their quote and UpWork allowed it. I left freelancer an appropriate & honest review and they retaliated by leaving personal negative reviews of my business on Yelp. I complained to the BBB about this but UpWork still assumes no responsibility nor liability at all for promoting freelancers who end up costing a business income after over-charging. AVOID UPWORK FREELANCERS.,0
"I used to be a Rising Talent first then the Top Rated freelancer. First, there was a 20% fee blow. As a freelance content writer, I can only dream about clients who would pay me $10K+ a year. Then, I've submitted my suggestions to the Upwork support to improve their membership option more than once. With 60 bids/connects per month there's not much you can do. I didn't like the idea of paying $2 per additional bid. Eventually, my account got suspended because I was bidding too many times with no success. Thank you Upwork for all the years I spent there, but you aren't the only freelance platform out there.",0
"It's waste of time , please this is my humble request to all the freelancer never ever trust on up work because i had 4 month old account and I have verified my id with up work as well as slowly i have started earning and almost earn 200$ and every day i was applying for work and suddenly one day up work lock my account and sent one payment in review , when i tried to contact them then there were no reply at all and not giving my any answer. I am more than 200% sure I have not violated any up work policy , if violate then why up work not saying that so and so policy you have violated because it's useless , NEVER TRUST IF YOU REALLY WANT TO INCREASE YOUR BUSINESS.",0
"They are terrible company. if you dont trust me then please go ahead and try it... I have hired a lady for website...she has given no input to get any work done in last 4 weeks and guess what they keep taking money from my account. after several messages i decided to cancel the contract but Next week they took money again from my account. REMEMBER, ONCE YOU HAVE PUT YOUR ACCOUNT DETAIL YOU CAN NOT CANCEL IT..TRY IT.. Where ever they are they are making fortune from UK market and because they are international and out side of UK so they dont fall under UK legislation.... Please please just careful using this platform, you just lose the money and regret.......",1
You could work through UpWork for 10 years and contribute tens of thousands of dollars to their profit and they could lay you off forever in a heartbeat based on their policy (after 10 years) or based on a whim of your employer who falsely reports you. If you built your freelance business solely on UpWork platform YOU ARE SCREWED my friend. UpWork is just another example of evil corporatism. The fact that they make money out of connecting workers with employers for hard cash does not make them any different from weapons producers or oil companies. They represent the evil nature of corporatism. They care only about their profit.,0
"Disable your profile with unknown reason when you get some work. This is Time Waste for freelancer to start work in from now 2018 -2019 onwards. Support Team is Useless, Does not give 1% of support to you. For Them freelancer are waste person on earth.and they treated in same way.",0
"Freelancer, Malek A ,overcharged me for work that there is no way to check. Went on vacation in middle of job. Then when it came to testing his work took it offline and blackmailed me to only restore our server to test it if we pay full overcharged amount. Asked me to pay not on upwork but with bitcoin. Upwork customer support did nothing and took his side. The freelancer only had a couple of small jobs for little money, which were probably planted reviews. Got scammed but very dissappointed because upwork didn't do anything. Still lost a lot money that I paid directly through paypal because upwork won't ask back for money from freelancer. Never in my 70 years have I been treated so poorly by a company. See screenshot of my chat with customer support where they say they can't do anything.",1
"I spent two hours setting up the perfect profile and filling in all my info, taking tests, etc. I took the English to Italian translation test and literally scored #1 out of the 15000+ people who took the test. They still rejected my application! So let me get this straight, you reject the candidate that is better than everyone you already have because you ""have to many people"" in the area? What an absolute farce.",0
"Upwork doesn't understand that as a platform that connects freelancers and clients, they have a responsibility by referring freelancers to clients. When there is a problem with the quality of the service they provide, UPWORK will simply say that it is not their problem. It is like you take an UBER and the guy robs you or leaves you in the wrong city and Uber said ""It is not my Uber's responsibility. If the driver didn't take you to your destination, you need to talk to the driver"". How irresponsible is a company that doesn't understand their role in a commercial agreement? Please save yourself a lot of pain and use other services. Freelancers are great, but from time to time you will find a bad one. Just make sure you use the services of a great platform that takes their business seriously.",0
"If you pay Upwork to see the bids made from other workers, there are so many workers from impoverished countries so the ""low-balling"" of bids, causes very little money to be made, if you're even chosen.",1
"didn't approved my perfect resume with no reason. Spent 24 hours of waiting and about an hour to fulfil their stupid specs with no luck, I'm located in US and their answer: too many programmers with your skill set in this area. Just stupid and unprofessional.",0
"Hello Friends,  Here is a Hillary experienced with these fools. IT's a platform for Freelancers to compete Technically and Bid financially. They clearly respond that there are many people with same skills and wants to avoid compete. More over they do not understand simple english. They need sophesticated words of technology to use, Heavy weighted Technical Terms. Funny Part is people are selling approved accounts or paying money to get approved. This makes no sense of joining. This platform charges 20% first as Commission and later 10%. It's better to avoid as this site is promoted by a UNION of particular platform to Diminish rival software companies and dominating on a single platform. A good programmer will understand the above concept well. don't want to get drag legally.",1
"Good luck to you if you hire through UpWork. Once you are set up to pay your freelancer and money changes hands, it's GONE. UpWork will not give you a refund, even if the freelancer overcharges for the work done, conducts themselves unprofessionally and compromises the security of your website. UpWork says that unless the freelancer agrees to a refund, there is nothing they can do. So why use UpWork? I am not sure, as you'd be just as well off to throw your money at someone on the street corner. There is no protection against unskilled, unprofessional freelancers on UpWork.",1
"Dreadful company totally geared towards the clients rather than freelancers. They will suspend your account (especially if you have credit with them) with the excuse your skills don't match their clients enough....that could be the case with some people, but if you read the other reviews you will see it just ain't true for most. $30 fee for transfers to bank accounts and 20% commission. They don't have the balls to come to a site like this and address these issues because they know they're completely a sh%# company. Give these guys a big miss and use Linkedin.",0
"i hire a freelancer with very good skill, i invest $5490 to get my website done for company, but suddenly the person disappear and i cant get my payment back, upwork saying the freelancer account suspended and now i m in middle of work, :( very bad support very bad company, care dont put large amount on them",1
As an employer I have hired more than 10 freelancers on Odesk (now Upwork)- There are so many FAKE freelancers there!!!!. There is no control from Upwork. I was interviewing a person for Voice over Artist. I wanted exclusively Canadian. All the people whom I approached and they claimed to be in Canada were FAKE. Also recent disappointment. I hired an Arabic translator for a user manual. They guy puts the 12 page English manual in a software and spit out crappy Arabic translation and sends me out in 20 minutes... LOL. I refused to release the money in Escrow. Uprowk now claims that they have to write to freelancer and ask him to approve the refund!!! WTH is going on with you guys!!!! Truly disappointed.,1
"1. Allows Freelancers to log unauthorized hours and FORCE you to pay for work that you never asked for. 2. Allows those exact same Freelancers (who you have worked with for less than a single week) to leave you a one star review for pointing out their illegitimate logging of hours to steal your money. 3. Removes YOUR feedback on the thief Freelancer's account for pointing out they forcefully log work hours whether you ask for them or not, allowing them to continue their inexcusable theft. 4. Gives you a button to close your account, only to tell you ""Your account cannot be closed at this time."" Inexcusable performance from a company that directly participates in stealing your money. Completely inexcusable. Avoid this site completely, if you can.",1
"I'll give them 1 star because you can get projects without having experience. But the rest is out of this world. They perform certain check ups (fine by me) that have 0 relevance regarding certifications. How cand be relevant a 5 minutes chitchat on camera, with 0 question about one's background? Theeeeen comes the switch-to-private-mode actions even though i have ongoing contracts. Obviously, this would have never happened if i had a premium (paid) account - or at least this was their answer to my inquiery. And then comes the contract blockings, money blockings and any kind of blocking could cross your mind. I think it cand be alright-ish for some extra money, side projects, etc. If you can bear the harassement",1
"Odesk (old name of Upwork) became lousy after being merged with other freelancers site. You can't get a job easily if you don't have any earnings yet. And if you apply for let's say 10 jobs, they do suspend your account INDEFINITELY for the reason that your application is high. Below is an example of their email after suspending an account: We are contacting you to let you know we have suspended your access to Upwork indefinitely. Our decision is based on a careful review and the fact that you have submitted a high number of proposals for jobs on our site without many contracts or earnings. Unfortunately, this means the jobs posted by clients are not a good match for your skills. I know this news is likely disappointing to you. But our goal at Upwork is to enable freelancers to successfully connect and collaborate with clients who need their skills and expertise. Unfortunately, this means we must part ways with freelancers whose skills are not in demand in our marketplace. If you want to appeal this decision, you can email us at marketplace-appeals@upwork.com. Please note each case will be manually reviewed by our Trust & Safety team to decide if your account can be reinstated. Please know we don't make decisions like these lightly and wish you the best of luck in your future endeavors. Regards, Upwork Trust & Safety Now, you may want to open an account to them. BUT don't be shocked if one day, they will suspended your account too for unprofessional reasons. Good day! :)",0
"I have been on the platform for several years now and at some point I was a paying user. My expertise is in SEO and as you can imagine competition is high and there are a lot of so called ""experts"" that charge low rates and most of them land the jobs. In the first years I was charging also relatively low rates, but as my expertise and experience grew, I increased my rate, but at the same time considerably lowered the chances of getting projects easily. What did upwork do? Probably after applying to 20-25 jobs in about 2 months, I get an email saying that my account has been removed because I had no contracts gained and that my skills are not required by their clients. No warning, no nothing (while 7 jobs where still active and I had proposals sent and waiting for replies). Anyway - I will be looking into other platforms that are not flooded by low quality freelancers that don't care about quality of work and can afford to charge lower rates since they don't care about making a business connection with their clients.",0
"I was a successful freelancer with Elance, which in 2013 was the best freelancing platform on the web. For six months I actually made a full time living as a writer/editor and supported a family of five after losing my day job. It was my water of life. Then someone got the bright idea to merge with ODesk, the ultimate dirtbag third-world lowball platform where I had never found any jobs that paid even close to US market value. If you mix water and dirt you get mud. Quality writing jobs disappeared and in the four+ years since the merger I have not seen one job worth bidding on. ODesk successfully poisoned and absorbed its more successful competitor.",0
"I have used Elance before it became Upwork and the quality of providers was much higher . These days as long as someone can pass the basic ready test he is good to go and based on Upwork policys allowed to screw you out of time and money. If you and your contractor agree on terms Upwork does not care and allows them to bill you what they want. So if someone enters hrs you are stuck paying for services which where not delivered. Will be looking for a new platform to hire programming contractors as Upwork is becoming shady. They bill you Monday am, and before you can dispute something they deduct the $$ from your account. Legit companys give you a few days to review and you pay for undisputed amounts. But hey customer service is as bad as the platform itself as it is down multiple times a week",0
Avoid Upwork at all costs when you require a software project. My experience is that Upwork will protect scammers and allow them to keep on working after taking your money. Software projects require time to iron out all the bugs and the Upwork platform will not allow you to modify reviews when freelancers do not complete their work but keep your money.,1
"I used Upwork for the first and it was the last time. Their freelancer delivered not functional website, I asked for a full refund, they said I need to ask freelancer. When I contact him for refund, he blocked me. I contacted Upwork again, sent them all necessary information about the work I was promised and what I recived, all messages...and after several emails they said that they just connect freelancers and clients and they cant do anything about my case. I lost my money and received very very poor website.",1
Dont waste your time on upwork. they will not provide good support and charing to much and suspended active profile without any reason.,0
"Upwork has a credit card verification process that is extremely burdensome for businesses. The customer and the freelancer have to spend numerous hours and a ridiculous amount of time verifying a couple hundred dollar credit card payment. Meanwhile, the freelancer has done the work and Upwork will not process process payment and pay the freelancer. Upwork has turned a great experience with my freelancer into a payment time-sink where I will no longer use the service. Too bad!",0
"Got linked up with a freelancer and it was going well until I realized there was no way this person could accomplish the task, and then you are just screwed. The freelancer was making 8th grade graphics, literally thought it was a joke when it first was submitted. I would never use this site again because of the process, you should get a trial period to see if the person can actually do what you are looking for. Do not ever use this site, and if you do then know how much risk you are taking. I'm sure there are good freelancers on there but few and far between, good luck hunting.",1
