,content,rating,title
6696,reliable and great customer service online.,5,“great service” 
6697,"Amazon was the best online store ever! Very Reliable before they approved the product they check first the quality. Amazon is very well known now a day, Because they are One of the best online store. I've been a member in amazon since 2009 and i really trust their services. However to those who wants a discount from amazon you can check this out www.couponchief.com/amazon you can get more discount.",5,“OH I REALLY LOVE AMAZON” 
6698,No,5,“No” 
6699,Rent your text books from Amazon! It saves hundreds a semester and they are really good about getting it to you on time. I've never had a problem Amazon didn't promptly fix with any purchase.,5,“Rent Textbooks Here” 
6700,great place to shop,5,“great place to shop” 
6701,"Love to see what is waiting for me at home!  I order everything from vitamins, to clothing to furniture on this site...They have a great support system and a solid return policy!!!  Keep up the great work!",5,“It is like Christmas at your doorstep!!!” 
6702,Been ordering from them for years and I got nothing but good things to say like my Sony headphones they were amazing and paid almost 90% less then retail value.,5,“Much more honest then eBay” 
6703,I have ordered so many things & different times of the year & have always had excellent service!,5,“Never disappointed!” 
6704,"Great Site, Fast Delivery",5,“Great Site” 
6705,"always the same, reliable and just fantastic",5,“great” 
6706,"I love Amazon, I love PRIME Membership and all that comes with it. I love how professional they are and their policies. Not one complaint. I am a regular shopper and buy everything from them including pantry, electronics, music, jewelry... anything and everthing and it has always been a wonderful experience",5,“AWESOME” 
6707,Wide variety of items.  Sometimes I just log in to read the reviews of items I am considering purchasing elsewhere.  Their customer service rocks.  Easy to achieve free shipping on most items.  Items arrive on time.  Always a pleasant experience.,5,“Dependable” 
6708,Everytime I buy used and new I get my shopping in time. Highly recommended!,5,“Excelent” 
6709,Always the best!,5,“Excellent Service all the time!” 
6710,I love Amazon! They have everything I need and more. I e stop online shop!,5,“Amaz-ing” 
6711,great,5,“Amazing Amazon” 
6712,"Amazon is a great site to shop on. I have made purchases from many different sellers and only encountered one issue with a seller, but Amazon helped me resolve the issue. I will continue to shop on Amazon and would recommend it to others.",5,“Great Site” 
6713,"Never a bad experience, please make sure to use SMILE to send a % to your favorite charity, use small charities not the big wage paying ones.",5,“always a good experience” 
6714,"I love buying from Amazon, we buy from them all the time, and with most things free shipping it is great......I will continue to use them as they are fairly reasonable, we do research and always come back to Amazon.....Keep up the good work",5,“very satisfied” 
6715,"Amazon makes shopping convenient and easy and it saves you money. You find/buy virtually anything on Amazon from car parts to food. I've found that prices are typically lower than any other site or store.
Save items to your wish list if you aren't ready to purchase and go back to it later and when you do purchase, it takes only seconds. Most items can be shipped for free under certain circumstances.
If there's ever a problem and you need to return something Amazon customer service is always there ready to assist.
Whenever I'm looking for something be it, something I use on a regular basis or a hard to find item, Amazon is my first stop. I may look at other sites to compare prices but I always end up back at Amazon.
Amazon is second to none!",5,“You Couldn't Ask for a Better Buying Experience” 
6716,"WHERE DID MY WALMART IS LOUSY REVIEW GO  ???

I THOUGHT THIS WAS A FAIR COMMENT SITE ???? SILLY ME !!!!",5,“WALMART IS A SLUM EMPLOYER” 
6717,"Amazon is the best online retailer, ever!",5,“Amazon Rocks!” 
6718,"Amazon delivers the role the shopping mall played 10-20 years ago. They have great product, pricing and service as well a variety of items not seen anywhere else.  The convenience of not having to travel to shop is also a real bonus",5,“Great altenative to the mall” 
6719,"Ordered many times from this vendor and never disappointed. Quick and quite often free shipping, quality products just as described. I always look here for anything i need to purchase",5,"“Whatever you are looking for, at a reasonable price.” "
6720,Excellent site for finding deals and selling your own merchandise,5,“For the Love of Amazon” 
6721,"I'm sure that it's been said time and again, but this is really my ""go to"" shopping site online.  If I can't find it anywhere else, it's usually on Amazon.  I've never had a problem with any of my orders, and they always arrive on time, or even way before the deadline!  I've gotten some amazing deals as well- I found a pair of Badgley Mischka shoes for only $75 (real too- I had them authenticated)!  I basically would never leave my house again with Amazon- (not really, but I kind of could).  Love, love, love!",5,“Who doesn't love Amazon?” 
6722,"Fantastic service, professionality, customer care",5,“Great” 
6723,"Have ordered online. No issues, great prices, offers some better quality items than Amazon.com does in my opinion.",5,“Awesome” 
6724,"Hello Marnie
It was my pleasure to speak with you today too.
Thanks ;you have done all in your best for me ; you have answered all of my
questions thanks.You are indeed so kind and open minded and wide chested.

Yours sincerely

Rakha Alenazi",5,“I contacted MyUs.com  customer service  from KSA the lady was so kind and so patient  with me” 
6725,good website!,5,“good website!” 
6726,This is a good site to shop on... I have never had any problems and I order from Amazon often,5,“Great online shopping” 
6727,They have so many products - if you can't find it - go to Amazon! Chances are - they will have it!,5,“Love Amazon” 
6728,"I prefer to shop with Prime items, but sometimes I shop the third party listings. I really like the reviews for each item AND that I can ask a question. I asked a question yesterday, and it was answered in less than 30 minutes. I'm an Amazon junkie!",5,“Click & Receive!” 
6729,"Amazon is almost always great!  Good service, follow through is top notch and I can trust them to make something right.  Great product selection, quick shipping and reputation you can trust = one of my very favorites!",5,“One of my Favorites” 
6730,One of the few websites that actually let you criticize their products and service. But if you sell on their website they are not very forgiving. I accidentally  advertised  I had two items when I only  had one. From now on I am banned from ever selling again on Amazon. But other then Amazon is excellent.,5,“Great Seller with Great Variety and Great Customer Service.” 
6731,never a problem with Amazon.  Love the site.,5,“shop often here” 
6732,Very easy to order and on time deliveries at a great price!,5,“Excellent past experiences” 
6733,One issue i favor concerning this website is that the Brobdingnagian quantity of product obtainable. They sell everything. i used to be ready to order some composition from a selected author and BAM!. I ought to order a lot of stuff from here a lot of typically. worth|the worth|the value} was retail price tho' however that is as a result of its composition and really exhausting to search out regionally. provide and demand at work. i used to be observing burr grinders for a brand new occasional machine and located thereforeme smart costs so i'd order one in every of those. i am unable to believe I waited ciao to order from this website. i assume i'm simply to a small degree weary of recent places to buy.,5,“Its amazing forum for online shopping” 
6734,"In all the years I've been shopping online, Amazon has ALWAYS been, in EVERY instance, completely astounding in every aspect of their services. Their pricing is often excellent, usually only being undercut by promo discounts from sites such as Newegg, MicroCenter, etc, but with free 2-day  Prime shipping, it's almost always the clear winner.

Their customer service is extremely helpful, and available by phone, email, or my personal favorite, by online chat. The chat option has saved me on multiple occasions where I am at a location where I cannot answer the phone, but need help immediately.

Finally, with the abundance of extra features on the site such as immediate links to SquareTrade and other warranty and protection services, order price updates and price changes based on their own advertised prices, there's nowhere I'd rather shop. 

The only thing I'd like to see, if possible, would be price matching versus other comparable websites, and more Prime shipping options. Other than that, keep doing what you do, Amazon. Here's to you!",5,"“By far the best place to shop online, PERIOD.” "
6735,easy to shop,5,“great store” 
6736,They have everything I want & 2 day delivery.  Love it!,5,“Prime Member” 
6737,"I can't say a negative word about Amazon.  They always come through, as well as their 3rd party sellers.",5,“Always excellent service and shipping.” 
6738,"i had an item that the post office marked as delivered, I am a long time prime user and without any hesitation I was credited the amount for the product and was able to repurchase. Amazon has great prices and stands by their customers.",5,“Amazon takes care of their customers” 
6739,"Amazon has never let me down, great site",5,"“Fast service, easy to use” "
6740,"I admit I have strayed from the herd and tried to get deals from some Chinese companies, Aliexpress and DHGate. Lured by very low prices, well it is all a mirage, I am back shopping with Amazon.com, where you may experience some small problems that are legitimate and annoying but you really appreciate how small they are after you have been robbed by the Chinese versions of Amazon who advertize such low prices. How do they do it? well they either never have any intention of shipping anything to you in the first place, that cuts down on over head and significantly improves their profit margin. or if they do ship something it is absolute garbage, this cost them nothing but postage and helps take some stress off China's already overburdened garbage facilities also referred to as factories Then their already a joke of customer service completely disappears.
Unlike over 99 percent of Aliexpresses and DHGates client base who have never been to China I have , A couple of years ago I spent two months there in the cesspool they like to call China, where the quality of the air is slightly better than the quality of what they produce and the air today in Beijing was Chunky style! What was I thinking ? That in two years a country in the world with the worst quality control has all of a sudden in 2 years straightened all their problems out?
So I appreciate Amazon.com again this is partly review of the service excellence we have gotten spoiled by and come to expect over the years but the majority of it is just trashing the Chinese upstarts that have tried but failed to mimic what Amazon does. 
BTW I am a Canadian shopper but we tend to use Amazon.com for the better selection and much better prices and shipping so quick! How do they do it? sometimes if I purchase something on Amazon.ca and I know that the Canadian Postal System is going to get it's grubby little paws on it I just go ahead and put it in my will, I know although i am still young I will never see it so I hope a niece or a nephew might enjoy it someday it would be nice if Amazon.com sent a team to Amazon.ca and showed them just a little, not everything, but just a little of how online shopping and shipping works...please.",5,"“This is how online shopping should be,” "
6741,Amazon is the best website for ordering online.,5,“Amazing” 
6742,All my orders are filled quickly or they keep me informed of any delays,5,“Fast and safe” 
6743,"I opened my account in 1998 and never looked back.  YES, I have my ups and downs with some products but Amazon Customer Support has never failed me.  I am probably  not a huge Amazon user but I purchase probably 10 items per month on average.

I love using the Support Chat when I must contact them as the conversation is written and makes it much easier to move to a higher level Manager if needed.

I do  not expect perfection, I do expect good help and a reasonable resolution to a problem when needed.  I do expect good products and will not accept ""junk"".

I have posted a few reviews and one I posted 5 years ago, still gets comments.  The Amazon Works and I Love it.

Yes, I am a Prime Member as I love the two day shipping.

MY Grandmother told me years ago, You catch more flies with honey, so if You need to catch a break on a problem, using honey seems to work well.",5,"“Yep, Love my Amazon!” "
6744,"I have bought several things through amazon without any trouble, highly recommend this site.",5,“Highly Recommend!!!!!” 
6745,Nice Delivery they provide to send  stuff to the clients,5,“Delivery Nice” 
6746,Never any problems,5,“Great” 
6747,"I was trying to find ""The Way"" with Emelio Estevez and Martin Sheen.  I tried everywhere and gave up until one day I was looking for another title and thought to give Amazon a shot at it.  Hurray!  Amazon did have it available for purchase or rental.  My girlfriend and I were very happy to have found it...and the movie was quite good as well.  Thank you Amazon.",5,“Only site to offer video for which I was looking” 
6748,Team Amazon for life the best customer service in the U.S.,5,“I Love Amazon” 
6749,Got my item in 2 days,5,“Great” 
6750,Love shopping with Amazon even though their order process could be simplified as with JOSS & MAIN.  Amazon has everything you could want at a fair price and their FAST shipments are awesome!,5,“FASTEST SHIPPING EVER!” 
6751,Highly Recommended,5,“Best Website as usual” 
6752,A great on-line shopping experience!,5,“Amazon” 
6753,good,5,“Great Service” 
6754,"shop here and get your stuff safely and quickly! Love the free returns too
too many purchases to narrow down one expierience,
Great place to shop on line",5,“prime rocks” 
6755,I buy stuff on amazon at least once a month. Packages aer easily traceable.,5,“Yahh for amazon” 
6756,love Amazon easy shopping,5,“shopping made easy” 
6757,"the best online shop hands down, always shop here. prime membership is the best too. even though they increased the price..",5,“best online shop hands down!” 
6758,Love going to Amazon although sometimes I find the deals they tell you get are not as good as promised,5,“Its Amazon” 
6759,"Everything we ordered has come on time and I love the variety of products! We buy most items other than food from Amazon prime... And with 2 day shipping, you can't go wrong!! Love it!!",5,“Love the Amazon prime!” 
6760,Flawless transactions,5,“Never had a problem ordering from Amazon” 
6761,Always get what i pay for,5,“Reliable” 
6762,"i've gone looking for one thing and end up getting aboyt 3 unplanned buys, this place in dangerous haha",5,“cool things to get” 
6763,nice experience,5,“gr8” 
6764,Nothing but good vibes,5,“never a poblem” 
6765,Never a bad experience.  Amazon Prime member.,5,“Love Amazon!” 
6766,Never had a proble. They have set the bar too high for other online sellers and no one can match,5,“the best” 
6767,Never disaatisfied with Amazon,5,“Good Deals” 
6768,"As a Amazon customer of over 500 items on prime, I would have to say I love it. You see a price, if you like that price, it gets shipped to your door with no hidden fees, and guaranteed in two days. I am speaking of PRIME items only folks. Whit shipping prices skyrocketing I dont see a better deal out there.
I am a prime loyal customer. I pay a little more but always get my products.

On the other hand private shippers are another story, but Amazon doesnt have control over those shippers.",5,“Prime Shipping is a Great Value and Convenient!” 
6769,"Love this site, always get the best price on what I want.",5,“Best prices” 
6770,You can download an MP3 vesion of the album rather than buying a CD which means you can get it right away and it takes up less space in the house.,5,“Download” 
6771,"Amazon set the standard for customer service and reliability on delivery.
Prime has changed the game and we love the change.",5,“The Gold Standard” 
6772,Love love love Amazon.com.  It is an easy site to shop and has virtually everything.  Quick shipping and often arrives well before the expected date of arrival.,5,“Fun to Shop!  So much of EVERYTHING!” 
6773,"What can i say?  i love Amazon. NO complaints whatsoever. They have great customer service, fantastic choices, competitive prices. My fave!",5,“I love Amazon” 
6774,Always top notch products and service from Amazon.,5,“Never an issue” 
6775,Ordered plenty of times and always it was good,5,“Good always” 
6776,Always good,5,“Cream of the crop” 
6777,always a good experience with Amazon,5,“always excellent” 
6778,"I love to use Amazon for Kindle specially, what a nice way to promote and publish your Kindle.",5,“Love to Use” 
6779,I can't say enough good things about Amazon. Their professionalism and Customer Service is unequaled online in my experience.,5,“The Gold Standard In Online Retail” 
6780,"As my title no words for this website, what i will write is less for this website. highly recommend....",5,“No Words” 
6781,One word Excellent No doubt .........,5,“Excellent” 
6782,"Many choices, secure site, dependable",5,“Lots of selection and bargains” 
6783,I've been shopping on Amazon for years and I continue to be very happy with their selection and service.,5,“Love Amazon!” 
6784,I love amazon,5,“This place is BOMB” 
6785,"Easy, straightforward, convenient. Always lots of helpful customer reviews. Good customer service.
I've heard it's a nightmare to work for Amazon, in their fulfillment warehouses....",5,“No competition -- most convenient and reliable” 
6786,Amazon rarely if ever fails me in finding the books I need and getting them to me quickly. Highly recommended!,5,“recent book order” 
6787,Shipping can be slow if it's outsourced to Amazon marketplace.  Free shipping can be tricky if a minimum is attached to the seller. Use due diligence and check other sellers available for the best option,5,“Never had a bad experience” 
6788,"I'm going to find what I want at Amazon, and at the most affordable price.  They are what every business ought to be - efficient, totally dependable and lead in integrity. I trust them to always tell me the truth.",5,"“Clear well-developed site, always interesting” "
6789,The best customer service I've ever experienced.,5,"“Great customer service, the best” "
6790,"My favorite website is Amazon. They have great products and if they are not as advertised, you can send it back. Their return system is super - only had to use it once, no problem what so ever. Ask questions and you do get an answer. Customer service is super. Great website to read reviews to research before buying product anywhere, however if good reviews I usually buy from them. Really, really fast shipping!!",5,"“Anything you want, Amazon has!” "
6791,"Everything you want is on Amazon and at the best possible prices you can not find anywhere else! Everything about Amazon is perfect, excellent prices, very expansive stock, excellent customer service. Theirs not one single complaint.

You need to check out Amazon!",5,“I've been an Amazon customer for 8 years” 
6792,"Cannot think of a time that with any order or in rare cases, returns, that Amazon has not excelled in their business attitude.  Makes shopping so much easier.",5,“Excellance!” 
6793,"What I need, when I need it, for a great price. Love the free shipping in Amazon plus. If you aren't using Amazon, you're blowing it!!!",5,“So happy these guys exist.” 
6794,"Their selction is unparalleled any where. And I have been witness to their support staff going far beyond the call and do things for me the like of which you don't see today. Anywhere! They go the extra mile for the customer. They deal a lot with 3rd party suppliers and if the supplier won't take care of the customer Amazon does and then they get their own back from the supplier. I was suspicious of buying online back in the late 90's, but it was all so new but now I buy every thing I can online. Believe it or not buying on line is safer than say going to Fry's to buy computer parts. Sure it's different  but if you know what you're doing you can see and compare many different possibilities to learn what you need to to make the best decision buy right thing safer for best price",5,“For the better part of twenty years I've been  buying  from Amazon.” 
6795,There is everything you need. Great choice and great prices,5,“Best catalog” 
6796,Always happy with what I get,5,“Fantastic” 
6797,"I am a frequent shopper with Amazon.com.  They have the greatest variety of products and, if you're looking for something special or unique, you're bound to find it here.  If you order enough, you automatically get free shipping.  And the delivery is extremely fast.  I highly recommend Amazon.com!",5,“Amazon is great!” 
6798,"What I love about Amazon.com is that you just type in what you want, and it appears!  No more driving all over to find something... you don't even have to go to multiple web sites - Amazon has it all!  The prices are the best - and if you become a Prime member you get free 2 day shipping on most purchases!   If you have to return an item - you can do so without any hassle.  The customer service is wonderful.  I love Amazon ~ and you will too!",5,“You can shop the whole world at once!” 
6799,I love to buy from amazon they have the most amazing items and I've found so many and the prices were better than store prices.,5,“Awesome site” 
6800,"Always finds what you need. You get a variety of stores with affordable prices and various shipping options.
Try them out for sure.",5,“You can't go wrong with Amazon.” 
6801,"I've placed several orders with Amazon, and always feel safe. Even if I'm not ordering from Amazon itself but the market place, Amazon monitors the purchase, and if they feel like it's taking too long, notifies me while making sure my payment isn't taken, suggesting that I contact the seller. 

It's nice to see a company take responsibility.",5,“Always feel safe” 
6802,"Every thing is the best it could be. 
Cost. delivery. service is # 1 in the on line shopping.",5,“excellent” 
6803,Amazon is like my one stop shop lol .... Almost everything you need u can find it here.,5,“LOVE LOVE LOVE” 
6804,I like it because it has many different things and different prices,5,“Why” 
6805,"I love everything about them! I am an amazon prime member, so I get free 2 day shipping. If you need to return something, they pay for the return shipping as well. I also bought my phone and plan with Verizon with them. Very pleasant experience ALWAYS!!",5,“I love everything about them” 
6806,I order from Amazon alot. Never had a problem with them. Merchandise is shipped quickly. Will continue to order from them.,5,“Always a good experience!” 
6807,Amazon is my go to site. When I need something quick. Love their prices and selection.,5,“love it.” 
6808,always have gotten goods from here and when you get the free month of amazon prime thats a two day delivery for no charge. thank you,5,“get what you need” 
6809,Favorite place to shop! Cheap great deals! And prime 2 day shipping is great,5,“Love love love” 
6810,"I ordered a wall clock, and it arrived broken. Called customer service and they offered to replace it, no hassle! Thank you!",5,“Amazing customer service” 
6811,Have always been pleased with their service and quick delivery.,5,“Never had a problem.” 
6812,These guys are amazing and I use them in every country I go to. I have never ever felt cheated or harassed in any manner by them. The best customer service ever.,5,"“The best online store, worldwide.” "
6813,I often compare products across a number of sites and find myself coming back to Amazon for best value.,5,"“Good service, great products” "
6814,Amazon is amazing! Great customer service.,5,“Awesome Amazon!” 
6815,"Good delivery
Keep you informed",5,“Excellent service” 
6816,"I bought my last 5 eBooks from Amazon and recently downloaded some apps for my android phone.

I like the price and one click purchase ability.",5,“eBooks” 
6817,excelent,5,“excelent” 
6818,Fast and reliable. i ordered a book last week and got it the next day! Love it!,5,“Great and fast shipping!” 
6819,They're great to do business with,5,“Great” 
6820,Easy to buy here and safe!,5,“These guys are always on customers side” 
6821,Gets everthing I want and very low shipping prices!!!,5,“Awesome Great job!!!!!!!!!!!!” 
6822,"Never had any bad experiences with Amazon! Customer service is A1 and the prices are very good, great selection of items, this is fantastic online shopping!",5,“Easy shopping” 
6823,Almost always has the best prices.,5,“Love Amazon” 
6824,"I have never had a bad experience with amazon.  I was disappointed that their prime service went up $20, but there is no comparison to amazon.",5,“excellent online company” 
6825,One of the best there is.,5,“Great site” 
6826,"Amazing Amazon, Yes, Amazon deserved it.  As I bought my first phone from this site feeling was very good. That phone was lot cheaper compared to local online store. Even I am from small town, I received my phone on time. The best thing is to satisfying you is their cash on delivery feature which any how gives relax to their customers to not to be cheated. Amazon ensures the delivery and quality of the product, Customer support is awesome.Very good Amazon keep it up.",5,“Amazing Amazon” 
6827,"One of the best online merchants you can shop safely. As a member of Amazon Prime for nearly 3 years, I order virtually all my online merchandise from Amazon. Never any problems or disputes, even with returns.",5,“Amazon>Com” 
6828,The majority of interactions I've had with Amazon have gone perfectly. There have been a few minor problems but they got fixed very fast.,5,“Quality” 
6829,i like checking different coiuntry stores to get the deals,5,“always a fave” 
6830,"I have been using Amazon.com for years.  I have now grown to simply buying everything through them without even checking other sites.  They have the most comprehensive product catalog, and excellent prices.  What keeps me going back to Amazon is their second to none customer service.  I am a Prime member and continue to renew my membership every year.  I highly recommend it.",5,“Best shopping site ever!!” 
6831,"Not only can you find almost everything but the 2 day shipping, great prices, and fantastic customer service is also a huge plus!",5,“Always my favorite place to order” 
6832,"I love Amazon, and if you use it a lot, I would suggest Amazon Prime, Amazon Prime has free shipping and free T.V. comparable to Netflix. It is worth the fee just for the T.V. streaming service.",5,“Amazon” 
6833,"Simply, how could anyone not like Amazon? This is absolutely one of the best online retailers that you can visit. 
Huge product selection...great pricing....fast, free 2 day shipping (Amazon Prime...plus you get movies), great customer service (only had to use once in hundreds of orders...), etc.
There may be sites as good as Amazon, but there are certainly none better!",5,“No brainer here...” 
6834,"Great prices (most of the times) delivery time is unreal, super fast, easy. My first port of call!",5,“Never had a bad experience with Amazon” 
6835,"I order all the time, great prices, fast delivery and excellent customer service",5,“GREAT SITE” 
6836,I have never had a negative experience with Amazon customer service. They have always bent over backwards and gone above and beyond to help me out--especially when delivery companies have fallen through.,5,“Customer Service” 
6837,Can't believe negative reviews.I myself have always had goods I have ordered been delivered when said.and email to say what day it would be delivered. Great service for my part.Mr Anthony king..,5,“Great experience” 
6838,"This is a wonderful place to shop!! Great prices, excellent customer service, great variety.",5,“Great!!” 
6839,Always so pleased with my purchases!,5,"“Great site, Amazon! : )” "
6840,"They are great, never had any issues.",5,“Love them!” 
6841,I always shop here for almost everything great really great low prices form name brand items that would cost me a arm and leg if I went to the store and brought it. I have been shopping here for 10 years and never have I been upset with a purchase.,5,“great products” 
6842,it's neat and tidy with good quality products on offer.,5,“gregory” 
6843,very good sites and many genuine seller,5,“great sites” 
6844,Good Experience,5,“Good Experience” 
6845,Have been a loyal subscriber to Amazon for about 2 years....,5,“Old subscriber” 
6846,"I am truly impressed with the service, speed, and quality of the products they carry.",5,“Super service” 
6847,Love Amazon everything I get from the site is good always on time,5,“amazing” 
6848,"I've bought tons of stuff from amazon, starting soon after they opened. Their prices usually can't be beat unless you find a special sale somewhere else, but what really keeps me going back is their reliability and a true commitment to customer service. Of course I've had a few things go wrong, but Amazon is usually very quick to make it right, and if they don't, they WILL keep trying until they do, So many other businesses talk big about customer service. but that's just their euphemism for customer abuse.",5,“My favorite online store” 
6849,I have bought many things from amazon from books to clothes and phone cases. Everything has turned out great and I highly recommend it!,5,“Never have had a bad experience” 
6850,"Who does not like Amazon? You don't have to deal with schlepping around, traffic, wasted time finding parking, all that jazz...It's so easy and affordable. So maybe an item is a few bucks more than in a store, but it beats having to go get it.",5,“Love. Love. Love. So Easy” 
6851,they never disappoint - love the fast shipping - and they stand behind their merchandise,5,“Love Em” 
6852,I've bought a ton of products on this store and I've never had any problems with them.,5,“Best online store ever!” 
6853,"Great finds and quick ship, also great returns.",5,“They are great” 
6854,"Love, love, love Amazon!! They are always willing to help solve any issues. Fantastic customer service and delivery! I do nearly all my shopping at Amazon!!",5,“Amazon” 
6855,great,5,“shopping” 
6856,"Despite the fact that there are many sites to shop online at, I find it convenient to browse through Amazon for the wide range of products from Textbooks, DVD to Mobile devices, Clothing, Shoes, Dental materials and equipment. Amazon is one site I recommend for your shipping needs. The A-Z guarantee and Amazon prime help cushions a lot. Thank you",5,“My Shopaholic Site” 
6857,Great company and wonderful service.,5,“Everything from Toilet Paper to electronics” 
6858,"Dont forget to carry your password and the buyers card which may be the internet banks info , debit card . credit card .  Find your choice at your comfortable home .",5,“reach to your needs with in no time .” 
6859,I have been shopping on Amazon.com for many years.  So far...so good.  I have never had a bad purchase or slow shipping.  They are usually extremely fast in shipping and my items arrive in excellent condition.,5,“Always have a good shopping experience” 
6860,I being a faithful customer of Amazon for more than 15 years. Loveee this store the best,5,“love amazon” 
6861,"Free apps for android, free books, kindle unlimited, cheaper books than competition. I love Amazon - including the Brazilian site. KUDOS!",5,“It is great when a company is not greedy!” 
6862,I have been using this site for shopping since 2008. Their products and offers always rocking. Thank you,5,“No 1 Shopping Site” 
6863,"I love love love Amazon.ca... most of my reference library of art insruction books have come from Amazon. This has also become my inventory tracker of same. Much appreciated! Never disappointed, thank you!!",5,“Awesome!!” 
6864,best site to buy books online,5,“Nice book” 
6865,cool site and they everything i need!,5,“Pretty good!” 
6866,"I've done several reviews on Amazon for products I've ordered over the years.  Amazon is the best for ordering items and receiving them in a short amount of time, especially if you are an Amazon Prime member (which I am).  I must say however, I have found cheaper items elsewhere on other sites that worked out cheaper even with shipping.  But you still can't beat Amazon for providing almost everything that you are looking for.  Returns and refunds are also easy.

I definitely would recommend Amazon as the place to shop for anything online.",5,“The BEST on-line Service provider ever!!!!” 
6867,Extremely happy with the service! and finest Customer service,5,“Perfect for all” 
6868,I know regular stores hate Amazon but I love them. Amazon has defiantly changed the way I shop.One still but be start while shopping on Amazon. I only buy from companies that offer free shipping through Amazon because scammers and crooks are EVERYWHERE,5,"“LOVE,LOVE,LOVE” "
6869,"I suggest going into your computer, the app is sooooo glitchy. Overally, LOVE IT! Always shop here, great deals & a lot of Limited Edition stuff you wouldn't dind anywhere else.",5,“AWESOME.” 
6870,I have never had a problem with them the products are delivered when they say if not sooner and the quality is great!!,5,“No complaints” 
6871,We live on a small island so I buy more online products from Amazon every year.  They're the best!!!!,5,“My favorite site” 
6872,"Amazon.com is more direct a source than Ebay. You can search for and buy what you need directly, new or used, and have the item sent to you in speedy fashion by mail Great customer service is you are not satisfied. Overall, I give Amazon.com a 10 of 10 for the items they have available.",5,“A Great source For Items You Need” 
6873,Prompt and merchandise in excellent condition!!!,5,“Great Service” 
6874,"I do a monthly order on Amazon with my Subscribe and Save account.. Not only are the prices better (for five items per month, or more, you receive a 15% discount per item!), but I NEVER run out of ANY of my sundries!!! I always have enough Deodorant, TP (toilet paper AND toothpaste lol), Toothbrushes, Paper Cups, you name it!!! There are ALWAYS five items a month that I'm running out of, whether it's Aleve, Arizona Green Tea with  Honey and Ginseng Powder Tubes, Coconut Oil (I oilpull everyday!), or any one of a number of items I use daily, or even occasionally ..... I ALWAYS have what I need on hand.. Now, I'm in a little bit of a different category, as I am disabled, and not able to do my shopping as regularly as I need to.. But, for my Sons, well, they love that they aren't being bothered by, 'Mom is in desperate need of (you fill in the blank!)... So, no one is bothered by an emergency trip to the local Walgreens! lol I find that I am fulfilling those five items per month EVERY MONTH, and if you don't, just SKIP a month... No worries!!! YOU decide what date you want your delivery, so you don't have to worry about it coinciding with your paycheck... It's just a win/win!!! For me, it's been a life saver, and I've shared this with any one that will listen to me ~~",5,“AMAZON.COM SUBSCRIBE AND SAVE” 
6875,"I use Amazon a lot, specially to buy otc products, like melatonin, pre training , etc. and till now, all the sellers, have been great.",5,“greater than ebay” 
6876,"To say that I'm a frequent shopper at Amazon is an understatement. I've placed hundreds of orders, never once had an overall negative outcome. Any problems with a seller, delivery or order issue, Amazon has been quick to make it right. Their chat and phone customer services are just great. It's the first place I look to locate and price shop everything.",5,“Truly my downfall (in a good way).” 
6877,Its the macdaddy of online shopping! Everybody knows that.,5,“What can I say?” 
6878,I HAVE BOUGHT QUITE A LOT OF ITEMS ON LINE AT AMAZON MOSTLY GOOD PRICES  GOOD PEOPLE TO DEAL WITH NEVER A PROBLEM.,5,“GOOD DEALS” 
6879,"The Prime membership gives two day no charge shipping on only items direct from Amazon.com or cooperating vendors as best as I can tell and those items tend to be a little higher priced than the same item from other vendors on Amazon.com which is a consideration only if they do not offer free shipping or you would order too little to qualify for the other vendor's free shipping. to at least make up part of the difference, but if you need things that are hard to find this seems to be the best place to order them because of the huge selection of vendors and merchandise.  

The only caution is that if you are buying something with a promised delivery date weeks away it is probably being shipped directly from China or elsewhere in Asia and you might want to consider both whether you want to wait that long or cancel it and pay a little more to get a likely higher quality sold in the USA item.  You basically gamble on quality in that situation because most orders will not be cost effective for you to pay return shipping for a refund.  We came out way ahead on barbers capes but behind on some other times, so just be careful you order the right thing from the beginning.

Realize too that on some items, like used books, that don't qualify for free shipping that they may be not price competitive with even local purchase once shipping is added.  A lot of 1 cent paperback books for example come with $3.99 for shipping.

Never stake your job or your life on Amazon's Prime 2 day shipping to arrive on time because it often does but doesn't always do so and the shipper has until 8 p.m. to make delivery on the promised day, well after work hours if a business with no set arrangements with the carrier for delivery only during business hours.  Also if you send the shipment to an extended services U. S. Postal Service location be aware that they may not have the item available for you until the day after delivery, especially with later in the day deliveries and Amazon locket locations may not keep your delivery as long as your would like to get when convenient.",5,“No store is always the lowest price but you can find almost anything here” 
6880,Excellent website,5,“Awesome” 
6881,I find that I can find almost anything on Amazon with better prices than other websites. Most things I receive fast. I tend to buy things that are from the USA but have gotten things from other countries. I had to wait a bit longer for those items and the qualities seemed not as good.,5,“I love Amazon” 
6882,This is the way to go!,5,“Love Amazon” 
6883,sure amazon !,5,“sure amazon” 
6884,fast,5,“shopper” 
6885,"I have been a member for five years and not one bad experience. I have also shopped from private sellers on Amazon and it's been wonderful. All my books, electronics, and other valuables come from Amazon. Shipping is super fast, returns are easy, and to crown it all; I purchase items on other sites only after coming to Amazon to read the item's review. 
I won't be comparing amazon to other sites even though am an ardent Ebay shopper. Amazon, is less stress, less hassle, and the best online site. Wish their fees aren't too high on sellers though.",5,“Excellent” 
